Model_Type,Hidden_Layers,Activation,Solver,Alpha,Learning_Rate_Init,Learning_Rate,Bagging_Estimators,Bagging_Samples,Train_Score,Valid_Score
Base_MLP,"(50,)",relu,sgd,0.01,0.1,adaptive,N/A,N/A,0.6663479923518164,0.6145038167938931
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7724665391969407,0.767175572519084
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.6759082217973231,0.6641221374045801
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.6711281070745698,0.6526717557251909
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7332695984703633,0.7175572519083969
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7045889101338432,0.683206106870229
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.6969407265774379,0.6793893129770993
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7380497131931166,0.7175572519083969
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.6912045889101338,0.6603053435114504
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7045889101338432,0.6641221374045801
Base_MLP,"(50,)",relu,sgd,0.1,0.001,constant,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7409177820267686,0.7137404580152672
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.6940726577437859,0.6755725190839694
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.6845124282982792,0.6679389312977099
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7447418738049714,0.7290076335877863
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7103250478011472,0.683206106870229
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.7151051625239006,0.6908396946564885
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7495219885277247,0.7442748091603053
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.7017208413001912,0.6717557251908397
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7217973231357553,0.6793893129770993
Base_MLP,"(50,)",relu,sgd,0.1,0.001,adaptive,N/A,N/A,0.7055449330783938,0.6717557251908397
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7466539196940727,0.7290076335877863
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8145315487571702,0.7786259541984732
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.8145315487571702,0.7786259541984732
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.8307839388145315,0.8129770992366412
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8145315487571702,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.8250478011472275,0.8053435114503816
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.8346080305927343,0.8282442748091603
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8107074569789675,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.8298279158699808,0.8091603053435115
Base_MLP,"(50,)",relu,sgd,0.1,0.01,constant,N/A,N/A,0.8183556405353728,0.7862595419847328
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.8374760994263862,0.8358778625954199
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8260038240917782,0.8015267175572519
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.8154875717017208,0.8091603053435115
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.8413001912045889,0.8244274809160306
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8240917782026769,0.8091603053435115
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.8298279158699808,0.8244274809160306
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.8413001912045889,0.8435114503816794
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8231357552581262,0.8053435114503816
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.8336520076481836,0.8282442748091603
Base_MLP,"(50,)",relu,sgd,0.1,0.01,adaptive,N/A,N/A,0.8499043977055449,0.851145038167939
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.8422562141491395,0.8396946564885496
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.7065009560229446,0.6793893129770993
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.7466539196940727,0.7022900763358778
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.7380497131931166,0.7519083969465649
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.7112810707456979,0.648854961832061
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.7284894837476099,0.6984732824427481
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.7217973231357553,0.7290076335877863
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.7141491395793499,0.648854961832061
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7332695984703633,0.7022900763358778
Base_MLP,"(50,)",relu,sgd,0.1,0.1,constant,N/A,N/A,0.6739961759082218,0.6374045801526718
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.7332695984703633,0.7366412213740458
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.8059273422562141,0.7938931297709924
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.7743785850860421,0.7595419847328244
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.8221797323135756,0.8358778625954199
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.8087954110898662,0.8129770992366412
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.7523900573613767,0.7404580152671756
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.777246653919694,0.7824427480916031
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.8021032504780115,0.7977099236641222
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.7705544933078394,0.767175572519084
Base_MLP,"(50,)",relu,sgd,0.1,0.1,adaptive,N/A,N/A,0.8087954110898662,0.8091603053435115
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.8040152963671128,0.7862595419847328
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.9474187380497132,0.851145038167939
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.9627151051625239,0.8358778625954199
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,1.0,0.9732313575525813,0.8396946564885496
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.6,0.9636711281070746,0.8435114503816794
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,0.8,0.9780114722753346,0.8473282442748091
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,0.9866156787762906,0.8625954198473282
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.6,0.9665391969407265,0.8358778625954199
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,0.8,0.9789674952198852,0.851145038167939
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,constant,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,15,1.0,0.9933078393881453,0.8587786259541985
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,adaptive,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.6,0.9474187380497132,0.851145038167939
Base_MLP,"(50,)",relu,lbfgs,0.0001,0.001,adaptive,N/A,N/A,0.9980879541108987,0.8435114503816794
Bagged_MLP,N/A,N/A,N/A,N/A,N/A,N/A,5,0.8,0.9627151051625239,0.8358778625954199
